publicIP,FlowID,SrcIP,SrcPort,DstIP,DstPort,Protocol,Timestamp,FlowDuration,TotFwdPkts,TotBwdPkts,TotLenFwdPkts,TotLenBwdPkts,FwdPktLenMax,FwdPktLenMin,FwdPktLenMean,FwdPktLenStd,BwdPktLenMax,BwdPktLenMin,BwdPktLenMean,BwdPktLenStd,FlowByts/s,FlowPkts/s,FlowIATMean,FlowIATStd,FlowIATMax,FlowIATMin,FwdIATTot,FwdIATMean,FwdIATStd,FwdIATMax,FwdIATMin,BwdIATTot,BwdIATMean,BwdIATStd,BwdIATMax,BwdIATMin,FwdPSHFlags,BwdPSHFlags,FwdURGFlags,BwdURGFlags,FwdHeaderLen,BwdHeaderLen,FwdPkts/s,BwdPkts/s,PktLenMin,PktLenMax,PktLenMean,PktLenStd,PktLenVar,FINFlagCnt,SYNFlagCnt,RSTFlagCnt,PSHFlagCnt,ACKFlagCnt,URGFlagCnt,CWEFlagCount,ECEFlagCnt,Down/UpRatio,PktSizeAvg,FwdSegSizeAvg,BwdSegSizeAvg,FwdByts/bAvg,FwdPkts/bAvg,FwdBlkRateAvg,BwdByts/bAvg,BwdPkts/bAvg,BwdBlkRateAvg,SubflowFwdPkts,SubflowFwdByts,SubflowBwdPkts,SubflowBwdByts,InitFwdWinByts,InitBwdWinByts,FwdActDataPkts,FwdSegSizeMin,ActiveMean,ActiveStd,ActiveMax,ActiveMin,IdleMean,IdleStd,IdleMax,IdleMin,Label
46.163.78.94,192.168.1.126-46.163.78.94-57757-443-6,192.168.1.126,57757,46.163.78.94,443,6,13/01/1970 11:36:51 AM,167,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11976.047904191617,167.0,0.0,167.0,167.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,20,20,5988.023952095808,5988.023952095808,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,1,0,-1,16306,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,APT
46.163.78.94,192.168.1.118-46.163.78.94-52158-443-6,192.168.1.118,52158,46.163.78.94,443,6,10/01/1970 08:28:53 PM,24030,2,5,672.0,476.0,672.0,0.0,336.0,475.1757569573599,358.0,0.0,95.2,155.5416342977018,47773.61631294216,291.3025384935497,4005.0,9201.653134084114,22780.0,45.0,241.0,241.0,0.0,241.0,241.0,24030.0,6007.5,11184.931187390768,22780.0,105.0,0,0,0,0,40,124,83.22929671244279,208.07324178110696,0.0,672.0,143.5,247.54047288127595,61276.28571428572,0,1,0,0,0,0,0,0,2.0,164.0,336.0,95.2,0,0,0,0,0,0,2,672,5,476,-1,239,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,APT
,192.168.1.2-192.168.1.121-10121-58439-6,192.168.1.2,10121,192.168.1.121,58439,6,5/1/1970 21:03,160,0,2,0.0,118.0,0.0,0.0,0.0,0.0,118.0,0.0,59.0,83.43860018,737500.0,12500.0,160.0,0.0,160.0,160.0,0.0,0.0,0.0,0.0,0.0,160.0,160.0,0.0,160.0,160.0,0,1,0,0,0,40,0.0,12500.0,0.0,118.0,78.66666667,68.12733176,4641.333333,0,0,0,1,1,0,0,0,0.0,118.0,0.0,59.0,0,0,0,0,0,0,0,0,2,118,-1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN
8.6.0.1,8.0.6.4-8.6.0.1-0-0-0,8.6.0.1,0,8.0.6.4,0,0,07/01/1970 12:49:57 PM,108,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18518.51851851852,108.0,0.0,108.0,108.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,9259.25925925926,9259.25925925926,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,1,0,-1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN
95.110.231.207,192.168.1.117-95.110.231.207-55243-8080-6,192.168.1.117,55243,95.110.231.207,8080,6,04/01/1970 07:11:37 AM,154,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12987.012987012988,154.0,0.0,154.0,154.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,20,20,6493.506493506494,6493.506493506494,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,1,0,-1,16304,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,APT
103.4.18.170,192.168.1.125-103.4.18.170-59771-443-6,192.168.1.125,59771,103.4.18.170,443,6,06/01/1970 12:49:59 PM,147,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13605.442176870749,147.0,0.0,147.0,147.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,20,20,6802.721088435374,6802.721088435374,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,1,0,-1,16284,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,APT
134.221.96.0,134.221.96.0-0.0.0.36-0-0-0,134.221.96.0,0,0.0.0.36,0,0,20/01/1970 04:12:35 PM,117858343,19,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1696952416851813,6203070.684210527,5422971.342638267,17256895.0,2251169.0,115606789.0,6422599.388888889,5492632.347869025,17256895.0,2251169.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.1612104796009222,0.008484762084259,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,19,0,1,0,-1,0,0,0,2252086.0,869.7019604439148,2253584.0,2251169.0,10593034.555555556,4997594.8650246775,17256895.0,7260789.0,BENIGN
87.106.77.193,192.168.1.127-87.106.77.193-52508-8080-6,192.168.1.127,52508,87.106.77.193,8080,6,02/01/1970 07:16:17 PM,32543754,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0614557251139496,32543754.0,0.0,32543754.0,32543754.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,20,20,0.0307278625569748,0.0307278625569748,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,1,0,-1,16247,0,0,0.0,0.0,0.0,0.0,32543754.0,0.0,32543754.0,32543754.0,APT
,192.168.1.2-192.168.1.125-0-0-0,192.168.1.2,0,192.168.1.125,0,0,13/01/1970 02:53:15 AM,62750183,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0318724170095248,62750183.0,0.0,62750183.0,62750183.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.0159362085047624,0.0159362085047624,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,1,0,-1,0,0,0,0.0,0.0,0.0,0.0,62750183.0,0.0,62750183.0,62750183.0,BENIGN
,192.168.1.2-192.168.1.115-0-0-0,192.168.1.2,0,192.168.1.115,0,0,17/01/1970 03:30:55 PM,137095,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.588424085488166,137095.0,0.0,137095.0,137095.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,7.294212042744083,7.294212042744083,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,1,0,-1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN
62.210.36.193,192.168.1.121-62.210.36.193-52909-8080-6,192.168.1.121,52909,62.210.36.193,8080,6,11/1/1970 5:30,35788,2,5,673.0,479.0,673.0,0.0,336.5,475.8828637,361.0,0.0,95.8,156.8094385,32189.56075,195.5962893,5964.666667,14069.87907,34681.0,40.0,193.0,193.0,0.0,193.0,193.0,35788.0,8947.0,17157.42523,34681.0,126.0,0,0,0,0,40,124,55.88465407,139.7116352,0.0,673.0,144.0,248.218222,61612.28571,0,1,0,0,0,0,0,0,2.0,164.5714286,336.5,95.8,0,0,0,0,0,0,2,673,5,479,-1,239,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,APT
149.154.164.225,149.154.164.225-192.168.1.164-443-52200-6,149.154.164.225,443,192.168.1.164,52200,6,27/11/2018 10:53:12 PM,74,0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27027.027027027,74.0,0.0,74.0,74.0,0.0,0.0,0.0,0.0,0.0,74.0,74.0,0.0,74.0,74.0,0,0,0,0,0,64,0.0,27027.027027027,0.0,0.0,0.0,0.0,0.0,1,0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,2,0,-1,4112,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN
8.6.0.1,8.0.6.4-8.6.0.1-0-0-0,8.6.0.1,0,8.0.6.4,0,0,04/01/1970 07:46:12 PM,102368878,19,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1953718785508228,5387835.684210526,12515119.994021444,46366670.0,177.0,96096481.0,5338693.388888889,12876065.79088594,46366670.0,177.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.1856032846232817,0.0097685939275411,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,19,0,1,0,-1,0,0,0,1398281.6666666665,1225864.7293132849,2496959.0,76010.0,23220965.0,19925425.448992267,46366670.0,6272397.0,BENIGN
224.0.0.252,192.168.1.126-224.0.0.252-51363-5355-17,192.168.1.126,51363,224.0.0.252,5355,17,10/01/1970 12:30:04 AM,93357,1,1,19.0,19.0,19.0,19.0,19.0,0.0,19.0,19.0,19.0,0.0,407.0396435189649,21.4231391325771,93357.0,0.0,93357.0,93357.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,8,8,10.71156956628855,10.71156956628855,19.0,19.0,19.0,0.0,0.0,0,0,0,0,0,0,0,0,1.0,28.5,19.0,19.0,0,0,0,0,0,0,1,19,1,19,-1,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN
134.221.96.0,134.221.96.0-0.0.0.45-0-0-0,134.221.96.0,0,0.0.0.45,0,0,04/01/1970 06:51:57 AM,24935,3,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,160.4170844194907,8311.666666666666,12398.947952682653,22626.0,912.0,24023.0,12011.5,15011.169857809218,22626.0,1397.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,120.312813314618,40.10427110487267,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,3,0,1,0,-1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN
81.88.24.211,192.168.1.113-81.88.24.211-57679-443-6,192.168.1.113,57679,81.88.24.211,443,6,20/01/1970 12:56:57 AM,1057526,2,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.673619372005984,211505.2,265589.8607377548,503572.0,17511.0,521083.0,521083.0,0.0,521083.0,521083.0,1057526.0,352508.6666666667,290085.04589229234,521151.0,17550.0,0,0,0,0,60,92,1.891206457335328,3.782412914670656,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0,0,2.0,0.0,0.0,0.0,0,0,0,0,0,0,2,0,4,0,-1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,APT
8.6.0.1,8.0.6.4-8.6.0.1-0-0-0,8.6.0.1,0,8.0.6.4,0,0,13/01/1970 03:46:59 PM,130,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15384.61538,130.0,0.0,130.0,130.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,7692.307692,7692.307692,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,1,0,-1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN
139.59.33.202,139.59.33.202-192.168.1.127-8080-53386-6,192.168.1.127,53386,139.59.33.202,8080,6,03/01/1970 04:47:20 AM,1448690,2,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.141672821652666,289738.0,192409.3426837689,501630.0,149018.0,651132.0,651132.0,0.0,651132.0,651132.0,1448690.0,482896.6666666667,289034.4253152786,650648.0,149150.0,0,0,0,0,60,92,1.3805576072175552,2.7611152144351103,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0,0,2.0,0.0,0.0,0.0,0,0,0,0,0,0,2,0,4,0,-1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,APT
17.142.171.9,192.168.1.55-17.142.171.9-50059-443-6,192.168.1.55,50059,17.142.171.9,443,6,01/03/2020 10:51:28 PM,99054,1,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.2865103882731,49527.0,70023.3703273414,99041.0,13.0,0.0,0.0,0.0,0.0,0.0,99054.0,99054.0,0.0,99054.0,99054.0,0,0,0,0,20,40,10.0955034627577,20.1910069255154,0.0,0.0,0.0,0.0,0.0,0,0,1,0,0,0,0,0,2.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,2,0,-1,256,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN
,192.168.1.2-192.168.1.110-0-0-0,192.168.1.2,0,192.168.1.110,0,0,02/02/1970 11:24:02 PM,179554,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.138710360114509,179554.0,0.0,179554.0,179554.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,5.569355180057253,5.569355180057253,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,1,0,-1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN
239.255.255.250,192.168.1.127-239.255.255.250-59806-1900-17,192.168.1.127,59806,239.255.255.250,1900,17,24/01/1970 02:14:59 AM,3001825,3,1,522.0,174.0,174.0,174.0,174.0,0.0,174.0,174.0,174.0,0.0,231.8589524705804,1.3325227153481631,1000608.3333333334,378.5318128418447,1000894.0,1000179.0,2000931.0,1000465.5,405.1721856198917,1000752.0,1000179.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,24,8,0.9993920365111224,0.3331306788370408,174.0,174.0,174.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,217.5,174.0,174.0,0,0,0,0,0,0,3,522,1,174,-1,0,3,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN
134.221.96.0,134.221.96.0-0.0.0.109-0-0-0,134.221.96.0,0,0.0.0.109,0,0,25/01/1970 05:54:22 PM,117858567,19,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1696949191652737,6203082.47368421,5422927.373830888,17256837.0,2251196.0,115606695.0,6422594.166666666,5492600.061073822,17256837.0,2251196.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.16121017320701,0.0084847459582636,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,19,0,1,0,-1,0,0,0,2252265.0,756.9131390060621,2253488.0,2251196.0,10592895.777777778,4997770.232625115,17256837.0,7259841.0,BENIGN
239.255.255.250,192.168.1.127-239.255.255.250-58733-1900-17,192.168.1.127,58733,239.255.255.250,1900,17,30/01/1970 10:03:02 AM,3001156,3,1,522.0,174.0,174.0,174.0,174.0,0.0,174.0,174.0,174.0,0.0,231.91063710117035,1.332819753455002,1000385.3333333334,675.1194955956562,1001053.0,999703.0,2000103.0,1000051.5,492.8534264870236,1000400.0,999703.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,24,8,0.9996148150912516,0.3332049383637505,174.0,174.0,174.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,217.5,174.0,174.0,0,0,0,0,0,0,3,522,1,174,-1,0,3,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN
203.153.165.21,192.168.1.110-203.153.165.21-63608-8343-6,192.168.1.110,63608,203.153.165.21,8343,6,01/02/1970 08:31:33 PM,2214014,4,8,1125.0,1406.0,677.0,0.0,281.25,296.1321495548905,1134.0,0.0,175.74999999999997,394.1902187668138,1143.172536397692,5.4200199276066,201274.0,269212.32937144616,833528.0,32.0,668533.0,222844.3333333333,192661.8931193539,342674.0,605.0,2214014.0,316287.71428571426,280433.3273452083,833528.0,32.0,0,0,0,0,80,184,1.8066733092022,3.6133466184044,0.0,1134.0,194.6923076923077,344.1812469749489,118460.73076923077,0,1,0,0,0,0,0,0,2.0,210.91666666666663,281.25,175.75,0,0,0,0,0,0,4,1125,8,1406,-1,134,3,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,APT
103.4.18.170,192.168.1.113-103.4.18.170-55769-443-6,192.168.1.113,55769,103.4.18.170,443,6,04/01/1970 07:17:30 AM,648505,2,5,672.0,562.0,672.0,0.0,336.0,475.1757569573599,562.0,0.0,112.4,251.3340406709764,1902.8380660133687,10.794057100562062,108084.16666666669,167235.34285242058,324082.0,10.0,327.0,327.0,0.0,327.0,327.0,648505.0,162126.25,187187.27789814316,324584.0,10.0,0,0,0,0,40,124,3.0840163144463038,7.7100407861157585,0.0,672.0,154.25,287.12453743976675,82440.50000000001,0,1,0,0,0,0,0,0,2.0,176.28571428571428,336.0,112.4,0,0,0,0,0,0,2,672,5,562,-1,125,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,APT
,192.168.1.2-192.168.1.127-0-0-0,192.168.1.2,0,192.168.1.127,0,0,02/01/1970 11:57:53 PM,97891090,3,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0408617372633198,32630363.333333336,19078722.94824306,50543229.0,12567869.0,47347861.0,23673930.5,15706342.79784968,34779992.0,12567869.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.0306463029474899,0.0102154343158299,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,3,0,1,0,-1,0,0,0,0.0,0.0,0.0,0.0,32630363.333333336,19078722.94824306,50543229.0,12567869.0,BENIGN
